accuracy,precision,recall,f1,roc_auc,pr_auc,threshold
0.8571428571428571,0.8333333333333334,0.9259259259259259,0.8771929824561403,0.9098391320613544,0.8856457631375059,0.48500000000000004
0.8571428571428571,0.8333333333333334,0.9259259259259259,0.8771929824561403,0.9098391320613544,0.8856457631375059,0.49000000000000005
0.8571428571428571,0.8333333333333334,0.9259259259259259,0.8771929824561403,0.9098391320613544,0.8856457631375059,0.49500000000000005
0.8571428571428571,0.8333333333333334,0.9259259259259259,0.8771929824561403,0.9098391320613544,0.8856457631375059,0.5
0.8571428571428571,0.8333333333333334,0.9259259259259259,0.8771929824561403,0.9098391320613544,0.8856457631375059,0.5050000000000001
0.8571428571428571,0.8333333333333334,0.9259259259259259,0.8771929824561403,0.9098391320613544,0.8856457631375059,0.51
0.8571428571428571,0.8333333333333334,0.9259259259259259,0.8771929824561403,0.9098391320613544,0.8856457631375059,0.5150000000000001
0.8639455782312925,0.8765432098765432,0.8765432098765432,0.8765432098765432,0.9098391320613544,0.8856457631375059,0.675
0.8639455782312925,0.8765432098765432,0.8765432098765432,0.8765432098765432,0.9098391320613544,0.8856457631375059,0.6800000000000002
0.8639455782312925,0.8765432098765432,0.8765432098765432,0.8765432098765432,0.9098391320613544,0.8856457631375059,0.685
0.8571428571428571,0.8409090909090909,0.9135802469135802,0.8757396449704142,0.9098391320613544,0.8856457631375059,0.5750000000000001
0.8571428571428571,0.8488372093023255,0.9012345679012346,0.874251497005988,0.9098391320613544,0.8856457631375059,0.5900000000000001
0.8571428571428571,0.8488372093023255,0.9012345679012346,0.874251497005988,0.9098391320613544,0.8856457631375059,0.5950000000000001
0.8571428571428571,0.8488372093023255,0.9012345679012346,0.874251497005988,0.9098391320613544,0.8856457631375059,0.6000000000000001
0.8503401360544217,0.8241758241758241,0.9259259259259259,0.872093023255814,0.9098391320613544,0.8856457631375059,0.48000000000000004
0.8571428571428571,0.8658536585365854,0.8765432098765432,0.8711656441717791,0.9098391320613544,0.8856457631375059,0.6400000000000001
0.8571428571428571,0.8658536585365854,0.8765432098765432,0.8711656441717791,0.9098391320613544,0.8856457631375059,0.645
0.8571428571428571,0.8658536585365854,0.8765432098765432,0.8711656441717791,0.9098391320613544,0.8856457631375059,0.6500000000000001
0.8571428571428571,0.8658536585365854,0.8765432098765432,0.8711656441717791,0.9098391320613544,0.8856457631375059,0.655
0.8571428571428571,0.8658536585365854,0.8765432098765432,0.8711656441717791,0.9098391320613544,0.8856457631375059,0.6600000000000001
0.8571428571428571,0.8658536585365854,0.8765432098765432,0.8711656441717791,0.9098391320613544,0.8856457631375059,0.665
0.8571428571428571,0.8658536585365854,0.8765432098765432,0.8711656441717791,0.9098391320613544,0.8856457631375059,0.6700000000000002
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.52
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.5250000000000001
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.53
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.5350000000000001
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.54
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.5450000000000002
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.55
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.5550000000000002
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.56
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.5650000000000001
0.8503401360544217,0.8314606741573034,0.9135802469135802,0.8705882352941177,0.9098391320613544,0.8856457631375059,0.5700000000000001
0.8571428571428571,0.875,0.8641975308641975,0.8695652173913043,0.9098391320613544,0.8856457631375059,0.6900000000000002
0.8503401360544217,0.8390804597701149,0.9012345679012346,0.8690476190476191,0.9098391320613544,0.8856457631375059,0.5800000000000001
0.8503401360544217,0.8390804597701149,0.9012345679012346,0.8690476190476191,0.9098391320613544,0.8856457631375059,0.5850000000000001
0.8503401360544217,0.8470588235294118,0.8888888888888888,0.8674698795180723,0.9098391320613544,0.8856457631375059,0.6050000000000001
0.8503401360544217,0.8470588235294118,0.8888888888888888,0.8674698795180723,0.9098391320613544,0.8856457631375059,0.6100000000000001
0.8503401360544217,0.8470588235294118,0.8888888888888888,0.8674698795180723,0.9098391320613544,0.8856457631375059,0.6150000000000001
0.8503401360544217,0.8470588235294118,0.8888888888888888,0.8674698795180723,0.9098391320613544,0.8856457631375059,0.6200000000000001
0.8503401360544217,0.8470588235294118,0.8888888888888888,0.8674698795180723,0.9098391320613544,0.8856457631375059,0.6250000000000001
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.42000000000000004
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.42500000000000004
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.43000000000000005
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.43500000000000005
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.44000000000000006
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.44500000000000006
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.45000000000000007
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.45500000000000007
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.4600000000000001
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.4650000000000001
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.4700000000000001
0.8435374149659864,0.8152173913043478,0.9259259259259259,0.8670520231213873,0.9098391320613544,0.8856457631375059,0.4750000000000001
0.8503401360544217,0.8554216867469879,0.8765432098765432,0.8658536585365854,0.9098391320613544,0.8856457631375059,0.6350000000000001
0.8503401360544217,0.8734177215189873,0.8518518518518519,0.8625,0.9098391320613544,0.8856457631375059,0.6950000000000001
0.8503401360544217,0.8734177215189873,0.8518518518518519,0.8625,0.9098391320613544,0.8856457631375059,0.7000000000000002
0.8503401360544217,0.8734177215189873,0.8518518518518519,0.8625,0.9098391320613544,0.8856457631375059,0.7050000000000001
0.8503401360544217,0.8734177215189873,0.8518518518518519,0.8625,0.9098391320613544,0.8856457631375059,0.7100000000000002
0.8503401360544217,0.8734177215189873,0.8518518518518519,0.8625,0.9098391320613544,0.8856457631375059,0.7150000000000001
0.8503401360544217,0.8734177215189873,0.8518518518518519,0.8625,0.9098391320613544,0.8856457631375059,0.7200000000000002
0.8367346938775511,0.8064516129032258,0.9259259259259259,0.8620689655172413,0.9098391320613544,0.8856457631375059,0.4
0.8367346938775511,0.8064516129032258,0.9259259259259259,0.8620689655172413,0.9098391320613544,0.8856457631375059,0.405
0.8367346938775511,0.8064516129032258,0.9259259259259259,0.8620689655172413,0.9098391320613544,0.8856457631375059,0.41000000000000003
0.8367346938775511,0.8064516129032258,0.9259259259259259,0.8620689655172413,0.9098391320613544,0.8856457631375059,0.41500000000000004
0.8435374149659864,0.8452380952380952,0.8765432098765432,0.8606060606060606,0.9098391320613544,0.8856457631375059,0.6300000000000001
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.28500000000000003
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.29000000000000004
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.29500000000000004
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.30000000000000004
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.30500000000000005
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.31000000000000005
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.31500000000000006
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.32000000000000006
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.32500000000000007
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.33000000000000007
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.3350000000000001
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.34
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.34500000000000003
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.35000000000000003
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.35500000000000004
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.36000000000000004
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.36500000000000005
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.37000000000000005
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.37500000000000006
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.38000000000000006
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.385
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.39
0.8299319727891157,0.7978723404255319,0.9259259259259259,0.8571428571428571,0.9098391320613544,0.8856457631375059,0.395
0.8231292517006803,0.7894736842105263,0.9259259259259259,0.8522727272727273,0.9098391320613544,0.8856457631375059,0.27
0.8231292517006803,0.7894736842105263,0.9259259259259259,0.8522727272727273,0.9098391320613544,0.8856457631375059,0.275
0.8231292517006803,0.7894736842105263,0.9259259259259259,0.8522727272727273,0.9098391320613544,0.8856457631375059,0.28
0.8163265306122449,0.7755102040816326,0.9382716049382716,0.8491620111731844,0.9098391320613544,0.8856457631375059,0.2
0.8367346938775511,0.8701298701298701,0.8271604938271605,0.8481012658227848,0.9098391320613544,0.8856457631375059,0.7250000000000001
0.8163265306122449,0.78125,0.9259259259259259,0.847457627118644,0.9098391320613544,0.8856457631375059,0.23
0.8163265306122449,0.78125,0.9259259259259259,0.847457627118644,0.9098391320613544,0.8856457631375059,0.23500000000000001
0.8163265306122449,0.78125,0.9259259259259259,0.847457627118644,0.9098391320613544,0.8856457631375059,0.24000000000000002
0.8163265306122449,0.78125,0.9259259259259259,0.847457627118644,0.9098391320613544,0.8856457631375059,0.24500000000000002
0.8163265306122449,0.78125,0.9259259259259259,0.847457627118644,0.9098391320613544,0.8856457631375059,0.25
0.8163265306122449,0.78125,0.9259259259259259,0.847457627118644,0.9098391320613544,0.8856457631375059,0.255
0.8163265306122449,0.78125,0.9259259259259259,0.847457627118644,0.9098391320613544,0.8856457631375059,0.26
0.8163265306122449,0.78125,0.9259259259259259,0.847457627118644,0.9098391320613544,0.8856457631375059,0.265
0.8367346938775511,0.88,0.8148148148148148,0.8461538461538461,0.9098391320613544,0.8856457631375059,0.7400000000000002
0.8367346938775511,0.88,0.8148148148148148,0.8461538461538461,0.9098391320613544,0.8856457631375059,0.7450000000000001
0.8367346938775511,0.88,0.8148148148148148,0.8461538461538461,0.9098391320613544,0.8856457631375059,0.7500000000000002
0.8367346938775511,0.8904109589041096,0.8024691358024691,0.8441558441558441,0.9098391320613544,0.8856457631375059,0.78
0.8367346938775511,0.8904109589041096,0.8024691358024691,0.8441558441558441,0.9098391320613544,0.8856457631375059,0.7850000000000001
0.8367346938775511,0.8904109589041096,0.8024691358024691,0.8441558441558441,0.9098391320613544,0.8856457631375059,0.79
0.8367346938775511,0.8904109589041096,0.8024691358024691,0.8441558441558441,0.9098391320613544,0.8856457631375059,0.7950000000000002
0.8367346938775511,0.8904109589041096,0.8024691358024691,0.8441558441558441,0.9098391320613544,0.8856457631375059,0.8
0.8095238095238095,0.7731958762886598,0.9259259259259259,0.8426966292134831,0.9098391320613544,0.8856457631375059,0.20500000000000002
0.8095238095238095,0.7731958762886598,0.9259259259259259,0.8426966292134831,0.9098391320613544,0.8856457631375059,0.21000000000000002
0.8095238095238095,0.7731958762886598,0.9259259259259259,0.8426966292134831,0.9098391320613544,0.8856457631375059,0.21500000000000002
0.8095238095238095,0.7731958762886598,0.9259259259259259,0.8426966292134831,0.9098391320613544,0.8856457631375059,0.22000000000000003
0.8095238095238095,0.7731958762886598,0.9259259259259259,0.8426966292134831,0.9098391320613544,0.8856457631375059,0.225
0.8299319727891157,0.868421052631579,0.8148148148148148,0.8407643312101911,0.9098391320613544,0.8856457631375059,0.7300000000000002
0.8299319727891157,0.868421052631579,0.8148148148148148,0.8407643312101911,0.9098391320613544,0.8856457631375059,0.7350000000000001
0.8299319727891157,0.8783783783783784,0.8024691358024691,0.8387096774193549,0.9098391320613544,0.8856457631375059,0.7550000000000001
0.8299319727891157,0.8783783783783784,0.8024691358024691,0.8387096774193549,0.9098391320613544,0.8856457631375059,0.76
0.8299319727891157,0.8783783783783784,0.8024691358024691,0.8387096774193549,0.9098391320613544,0.8856457631375059,0.7650000000000001
0.8299319727891157,0.8783783783783784,0.8024691358024691,0.8387096774193549,0.9098391320613544,0.8856457631375059,0.77
0.8299319727891157,0.8783783783783784,0.8024691358024691,0.8387096774193549,0.9098391320613544,0.8856457631375059,0.7750000000000001
